fixture_id,event_name,team_id,team_scrummy_id,event_timestamp,x_position,y_position
0f0e347d-0a02-4efa-94b1-734bb4259152,Knock On,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,1981.526342868805,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum,2,d9465fd5-2419-4973-932a-0d13642a41a6,2023.845522880554,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum Won,2,d9465fd5-2419-4973-932a-0d13642a41a6,2023.84946680069,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Turn Over,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2029.221281051636,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Held Up Over Line,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2035.575877904892,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Goal-Line Drop-Out,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2075.510071754456,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2075.514008998871,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Dangerous Tackle,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2104.566980838776,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Kick At Goal,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2106.944181919098,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick At Goal Position,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2140.99299287796,14.02356902356902,22.83950497405697
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty Kick Scored,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2142.359459877014,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick-Off,2,d9465fd5-2419-4973-932a-0d13642a41a6,2171.503348827362,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2175.162973880768,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2180.694534778595,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick To Touch From Inside 22,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2183.2751288414,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Half-Time,2,d9465fd5-2419-4973-932a-0d13642a41a6,2184.842574834824,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick-Off,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2184.846820831299,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,2,d9465fd5-2419-4973-932a-0d13642a41a6,2187.581971883774,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick,2,d9465fd5-2419-4973-932a-0d13642a41a6,2214.19002366066,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2216.014200925827,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2239.043607950211,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,2,d9465fd5-2419-4973-932a-0d13642a41a6,2253.865097761154,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Offside,2,d9465fd5-2419-4973-932a-0d13642a41a6,2261.919908761978,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Kick,2,d9465fd5-2419-4973-932a-0d13642a41a6,2282.548400640488,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick To Touch,2,d9465fd5-2419-4973-932a-0d13642a41a6,2284.219432830811,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Lineout,2,d9465fd5-2419-4973-932a-0d13642a41a6,2288.997322797775,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Lineout Won,2,d9465fd5-2419-4973-932a-0d13642a41a6,2289.001886606216,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Dangerous Tackle,2,d9465fd5-2419-4973-932a-0d13642a41a6,2311.83740067482,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Kick,2,d9465fd5-2419-4973-932a-0d13642a41a6,2313.76414680481,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick To Touch,2,d9465fd5-2419-4973-932a-0d13642a41a6,2314.70933175087,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Lineout,2,d9465fd5-2419-4973-932a-0d13642a41a6,2383.442292928696,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Lineout Won,2,d9465fd5-2419-4973-932a-0d13642a41a6,2383.446433782578,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Knock On,2,d9465fd5-2419-4973-932a-0d13642a41a6,2384.590740919113,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2385.755988836288,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum Won,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2385.760605812073,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2391.15874171257,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Knock On,2,d9465fd5-2419-4973-932a-0d13642a41a6,2449.589720726013,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2474.786644697189,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum Won,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2474.791616678238,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Held Up Over Line,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2549.731289625168,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Goal-Line Drop-Out,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2554.428605794907,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2554.4333589077,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Offside,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2560.527229785919,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Kick At Goal,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2567.030743837357,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick At Goal Position,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2602.447986841202,49.45566659021859,26.13916827372027
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty Kick Scored,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2603.715032815933,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick-Off,2,d9465fd5-2419-4973-932a-0d13642a41a6,2619.863522768021,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Knock On,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2638.412829637527,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Advantage,2,d9465fd5-2419-4973-932a-0d13642a41a6,2648.192675828934,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Advantage Over,2,d9465fd5-2419-4973-932a-0d13642a41a6,2654.052074670792,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Try,2,d9465fd5-2419-4973-932a-0d13642a41a6,2654.965048789978,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick At Goal Position,2,d9465fd5-2419-4973-932a-0d13642a41a6,2715.559193849564,36.44827586206897,23.40689360519935
0f0e347d-0a02-4efa-94b1-734bb4259152,Conversion,2,d9465fd5-2419-4973-932a-0d13642a41a6,2715.564289808273,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick-Off,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2746.808339834213,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,2,d9465fd5-2419-4973-932a-0d13642a41a6,2749.293033838272,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Maul Formed,2,d9465fd5-2419-4973-932a-0d13642a41a6,2760.175746679306,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Maul Incomplete,2,d9465fd5-2419-4973-932a-0d13642a41a6,2761.088301897049,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2817.20094370842,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum Won,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2817.203916788101,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Not Releasing Ball,2,d9465fd5-2419-4973-932a-0d13642a41a6,2893.203495740891,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Kick,2,d9465fd5-2419-4973-932a-0d13642a41a6,2897.173439741135,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick Missed Touch,2,d9465fd5-2419-4973-932a-0d13642a41a6,2898.607535839081,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2898.613222837448,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Offside,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2961.762102842331,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Tap And Go,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2964.277763605118,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Try,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,2974.296390771866,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick At Goal Position,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3040.089456796646,30.46206749225485,14.33103300949622
0f0e347d-0a02-4efa-94b1-734bb4259152,Conversion,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3040.095579862595,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick-Off,2,d9465fd5-2419-4973-932a-0d13642a41a6,3057.437841653824,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,2,d9465fd5-2419-4973-932a-0d13642a41a6,3058.871331930161,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Turn Over,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3145.288725614548,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Knock On,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3146.251800775528,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum,2,d9465fd5-2419-4973-932a-0d13642a41a6,3177.99964594841,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum Won,2,d9465fd5-2419-4973-932a-0d13642a41a6,3178.001485824585,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Offside,2,d9465fd5-2419-4973-932a-0d13642a41a6,3222.08046579361,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Kick At Goal,2,d9465fd5-2419-4973-932a-0d13642a41a6,3224.376534700394,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick At Goal Position,2,d9465fd5-2419-4973-932a-0d13642a41a6,3246.900546789169,50.79124579124579,32.58136685047085
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty Kick Scored,2,d9465fd5-2419-4973-932a-0d13642a41a6,3247.964746713638,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick-Off,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3273.321288824081,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,2,d9465fd5-2419-4973-932a-0d13642a41a6,3277.742968797684,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Turn Over,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3326.536446809769,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Offside,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3371.516085863113,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Tap And Go,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3373.759938955307,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Not Releasing Ball,2,d9465fd5-2419-4973-932a-0d13642a41a6,3474.350727796555,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Tap And Go,2,d9465fd5-2419-4973-932a-0d13642a41a6,3477.424857854843,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Ball In Touch,2,d9465fd5-2419-4973-932a-0d13642a41a6,3479.04536986351,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Lineout,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3501.156663656235,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Lineout Won,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3501.161639928818,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Maul Formed,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3502.946815729141,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Maul Won,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3536.022495746613,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Offside,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3550.61683177948,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Tap And Go,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3552.425037622452,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Offside,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3563.756608724594,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Tap And Go,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3577.746026754379,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Offside,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3650.042489767075,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Kick At Goal,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3652.186800718307,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick At Goal Position,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3751.126643896103,47.41301668212068,20.32547459457859
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty Kick Scored,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3820.427681684494,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick-Off,2,d9465fd5-2419-4973-932a-0d13642a41a6,3853.443989753723,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3854.371616840363,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3855.385301828384,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,2,d9465fd5-2419-4973-932a-0d13642a41a6,3857.482366800308,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Try,2,d9465fd5-2419-4973-932a-0d13642a41a6,3889.270434617996,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick At Goal Position,2,d9465fd5-2419-4973-932a-0d13642a41a6,3976.187153816223,51.02758473363416,25.33792956122036
0f0e347d-0a02-4efa-94b1-734bb4259152,Conversion Missed,2,d9465fd5-2419-4973-932a-0d13642a41a6,3976.193801641464,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick-Off,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3977.644074678421,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,2,d9465fd5-2419-4973-932a-0d13642a41a6,3979.195049762726,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Knock On,2,d9465fd5-2419-4973-932a-0d13642a41a6,3988.674653768539,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Advantage,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3989.705139875412,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Advantage Over,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,3995.939725637436,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Knock On,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,4046.64072060585,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum,2,d9465fd5-2419-4973-932a-0d13642a41a6,4076.1726167202,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum Won,2,d9465fd5-2419-4973-932a-0d13642a41a6,4076.179614782333,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Maul Formed,2,d9465fd5-2419-4973-932a-0d13642a41a6,4090.19421172142,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Maul Incomplete,2,d9465fd5-2419-4973-932a-0d13642a41a6,4091.480262756348,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,4165.215606927872,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Scrum Won,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,4165.220232725143,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty For Offside,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,4170.580338716507,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Option: Kick At Goal,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,4177.658451795578,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick At Goal Position,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,4183.096720695496,54.01234328144729,24.96071709526909
0f0e347d-0a02-4efa-94b1-734bb4259152,Penalty Kick Scored,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,4184.264347791672,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Kick-Off,2,d9465fd5-2419-4973-932a-0d13642a41a6,4185.193386793137,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Catch,2,d9465fd5-2419-4973-932a-0d13642a41a6,4187.524692773819,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Knock On,2,d9465fd5-2419-4973-932a-0d13642a41a6,4201.462001562119,,
0f0e347d-0a02-4efa-94b1-734bb4259152,Full-Time,1,18bdeaa9-e0f5-4189-873d-fddc9f82d12d,4204.552663564682,,